"id_materia","nombre_materia","clave_alfa","hsm","ebc","id_carrera","cuatrimestre","n_unidades","integradora"
2018,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",18,1,2,"-"
2019,"FORMACION SOCIOCULTURAL II","FOSO2",3,"A",18,2,2,"-"
2020,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",18,3,2,"-"
2022,"FUNDAMENTOS DE ESTATICA Y DINAMICA","FESDI",4,"A",18,1,4,"-"
2023,"INFORMATICA","INFOR",4,"A",18,1,5,"-"
2024,"INGLES I","IINGI",4,"A",18,1,3,"-"
2025,"INGLES II","IINII",4,"A",18,2,2,"-"
2026,"INGLES III","INIII",4,"A",18,3,2,"-"
2027,"INGLES IV","INIV",4,"A",18,4,3,"-"
2028,"INGLES V","INGV",4,"A",18,5,2,"-"
2029,"INSTRUMENTACION INDUSTRIAL","INSTI",5,"A",18,4,4,"-"
2030,"INSTRUMENTACION VIRTUAL","IVIRT",6,"A",18,5,3,"-"
2031,"INTEGRACION DE SISTEMAS AUTOMATICOS","INSAU",7,"A",18,5,5,"-"
2032,"LENGUAJE DE PROGRAMACION","LPROG",3,"A",18,4,3,"-"
2033,"LOGICA DE PROGRAMACION","LOPRO",3,"A",18,2,3,"-"
2034,"MATEMATICAS","MAT",6,"A",18,1,4,"-"
2035,"MICROCONTROLADORES PARA INSTRUMENTACION Y CONTROL","MCPIC",6,"A",18,5,3,"-"
2036,"PLANEACION DE PROYECTOS DE AUTOMATIZACION","PPAU",3,"A",18,3,3,"-"
2037,"PROCESOS PRODUCTIVOS","PPROD",4,"A",18,1,5,"-"
2038,"PROGRAMACION VISUAL","PROVI",5,"A",18,5,3,"-"
2039,"SENSORES","SEN",3,"A",18,2,4,"-"
2040,"SISTEMAS DE CONTROL AUTOMATICO","SCA",5,"A",18,3,5,"-"
2041,"SISTEMAS DIGITALES","SISTD",7,"A",18,3,6,"-"
2042,"SISTEMAS DIGITALES II","SDI2",4,"A",18,4,4,"-"
2043,"SISTEMAS HIDRAULICOS Y NEUMATICOS","SNH",6,"A",18,2,4,"-"
2044,"SISTEMAS LINEALES PARA AUTOMATIZACION","SLPA",5,"A",18,4,3,"-"
2045,"SISTEMAS MECANICOS","SME",5,"A",18,3,3,"-"
2047,"INTEGRADORA I","IIN I",2,"A",18,3,3,"A"
2048,"INTEGRADORA II","INTG",2,"A",18,5,3,"A"
2049,"ADMINISTRACION","ADMON",4,"A",33,5,2,"-"
2050,"CALIDAD","CALID",3,"A",33,4,2,"-"
2051,"CONTABILIDAD EN LA INDUSTRIA MINERA","CPRE",4,"A",33,4,2,"-"
2052,"DESARROLLO SUSTENTABLE","DSUS",3,"A",33,2,2,"-"
2053,"ESTADISTICA","ESTAD",4,"A",33,3,2,"-"
2054,"EXPLOTACION DE MINAS A CIELO ABIERTO","EMCA",6,"A",33,2,3,"-"
2055,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",33,1,3,"-"
2056,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",33,5,3,"-"
2057,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",33,1,2,"-"
2058,"FORMACION SOCIOCULTURAL II","FOSO2",3,"A",33,2,2,"-"
2059,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",33,3,2,"-"
2060,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",33,4,3,"-"
2061,"GEOLOGIA GENERAL","GEOG",6,"A",33,1,3,"-"
2062,"INFORMATICA","INFOR",5,"A",33,1,5,"-"
2063,"INGLES I","IINGI",4,"A",33,1,3,"-"
2064,"INGLES II","IINII",4,"A",33,2,2,"-"
2065,"INGLES III","INIII",4,"A",33,3,2,"-"
2066,"INGLES IV","INIV",4,"A",33,4,3,"-"
2067,"INGLES V","INGV",4,"A",33,5,2,"-"
2068,"MATEMATICAS I","MATE1",5,"A",33,1,3,"-"
2069,"MATEMATICAS II","MATE2",5,"A",33,2,4,"-"
2070,"METROLOGIA","METRO",3,"A",33,1,2,"-"
2071,"TOPOGRAFIA","TOPO",6,"A",33,1,3,"-"
2072,"YACIMIENTOS MINERALES","YMIN",4,"A",33,2,3,"-"
2074,"FISICA","FISIC",5,"A",33,2,4,"-"
2077,"EXPLOTACION DE MINAS SUBTERRÃNEAS","EXPMS",6,"A",33,3,3,"-"
2080,"CONTROL Y MANEJO DE ALMACEN","CONMA",4,"A",33,4,2,"-"
2081,"PLANEACION DE LA PRODUCCION MINERA","PLAPR",4,"A",33,4,2,"-"
2082,"QUIMICA INDUSTRIAL","QUIND",7,"A",33,4,2,"-"
2083,"PROCESAMIENTO DE MINERALES","FUNME",6,"A",33,4,3,"-"
2084,"HIDROMETALURGIA","HIDME",6,"A",33,5,2,"-"
2085,"ELECTROMETALURGIA","ELEME",6,"A",33,5,2,"-"
2086,"ANALISIS FISICO-QUIMICOS","ANAFQ",7,"A",33,5,3,"-"
2087,"INTEGRADORA I","IIN I",2,"A",33,3,2,"A"
2088,"INTEGRADORA II","INTG",2,"A",33,5,2,"A"
2089,"ANATOMIA Y FISIOLOGIA HUMANA I","AFHU1",6,"-",8,1,3,"-"
2091,"BIOLOGIA","BIOLO",6,"-",8,1,3,"-"
2092,"CALIDAD","CALID",4,"-",8,5,3,"-"
2093,"COMUNICACION EN EMERGENCIAS","COEME",4,"-",8,3,3,"-"
2094,"ESTADO DE CHOQUE Y TERAPIA ENDOVENOSA","ECTEN",NULL,"-",8,3,3,"-"
2095,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"-",8,4,3,"-"
2096,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"-",8,5,3,"-"
2097,"FORMACION SOCIOCULTURAL I","FOSO1",5,"-",8,2,3,"-"
2098,"FORMACION SOCIOCULTURAL II","FOSO2",5,"-",8,4,3,"-"
2099,"HISTORIA CLINICA Y TECNICAS DE EXPLORACION FISICA","HCTEF",5,"-",8,2,3,"-"
2100,"IDIOMA EXTRANJERO I","IDEX1",4,"-",8,1,3,"-"
2101,"IDIOMA EXTRANJERO P/SERVICIOS I","IEXS1",4,"-",8,2,3,"-"
2102,"IDIOMA EXTRANJERO PSERVICIOS II","IEXS2",4,"-",8,3,3,"-"
2103,"IDIOMA EXTRANJERO P/SERVICIOS III","IEXS3",4,"-",8,4,3,"-"
2104,"IDIOMA EXTRANJERO P/SERVICIOS IV","IEXS4",4,"-",8,5,3,"-"
2105,"INFORMATICA I","INFO1",5,"-",8,1,3,"-"
2106,"INFORMATICA II","INFO2",5,"-",8,2,3,"-"
2107,"INFORMATICA P/SERVICIOS","INFSE",4,"-",8,4,3,"-"
2108,"INTRODUCCION A LA CARRERA DE PARAMEDICO","INPAR",6,"-",8,1,3,"-"
2109,"MANEJO DE PACIENTES EN SITUACIONES ESPECIALES","MPSES",6,"-",8,5,3,"-"
2110,"MANEJO DE VIA AEREA AVANZADA Y EMERGENCIAS CARDIOVASCULARES","MVAEC",5,"-",8,5,3,"-"
2111,"MANEJO DEL PACIENTE QUEMADO","MPQUE",5,"-",8,5,3,"-"
2112,"MANEJO GENERAL DEL PACIENTE TRAUMATIZADO","TRAUM",5,"-",8,4,3,"-"
2113,"MATEMATICAS I","MATE1",5,"-",8,1,3,"-"
2114,"MATEMATICAS II","MATE2",5,"-",8,2,3,"-"
2115,"MATEMATICAS PSERVICIOS","MATSE",4,"-",8,3,3,"-"
2116,"PRINCIPIOS GENERALES DE FISIOPATOLOGIA Y FARMACOLOGIA","PGFFA",5,"-",8,3,3,"-"
2117,"PROCEDIMIENTOS PARA EL CUIDADO DE PACIENTES I","PPCP1",5,"-",8,3,3,"-"
2118,"PROCEDIMIENTOS PARA EL CUIDADO DE PACIENTES II","PPCP2",5,"-",8,4,3,"-"
2119,"QUIMICA","QUIMI",6,"-",8,1,3,"-"
2120,"SERVICIOS DE EMERGENCIAS MEDICAS I","SEME1",6,"-",8,2,3,"-"
2121,"SERVICIOS DE EMERGENCIAS MEDICAS II","SEME2",5,"-",8,3,3,"-"
2122,"SISTEMAS DE MONITORIZACION Y EQUIPOS ELECTROMEDICOS","SISMO",4,"-",8,4,3,"-"
2123,"TOMA DE DECISIONES CLINICAS","TOMAD",4,"-",8,4,3,"-"
2124,"VEHICULOS AUTOMOTORES","VEAUT",NULL,"-",8,NULL,NULL,"-"
2125,"ADMINISTRACION DE LA PRODUCCION I","APRD1",6,"A",17,2,4,"-"
2126,"ADMINISTRACION DEL MANTENIMIENTO","ADMAN",4,"A",17,4,3,"-"
2127,"ASEGURAMIENTO DEL PRODUCTO GRÃFICO","APG",6,"A",17,4,3,"-"
2128,"CONTROL ESTADISTICO DEL PROCESO","CEP",4,"A",17,3,4,"-"
2129,"COSTOS DE PRODUCCION","COST",4,"A",17,2,3,"-"
2130,"DIBUJO INDUSTRIAL","DIND",5,"A",17,1,5,"-"
2131,"DISTRIBUCION DE PLANTA","DPLA",3,"A",17,3,4,"-"
2132,"ESTADISTICA","ESTAD",5,"A",17,2,3,"-"
2133,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",17,1,3,"-"
2134,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",17,5,3,"-"
2135,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",17,1,2,"-"
2136,"FORMACION SOCIOCULTURAL II","FOSO2",3,"A",17,2,2,"-"
2137,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",17,3,2,"-"
2138,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",17,4,3,"-"
2139,"HERRAMIENTAS INFORMATICAS","HINF",5,"A",17,1,3,"-"
2140,"INGLES I","IINGI",4,"A",17,1,3,"-"
2141,"INGLES II","IINII",4,"A",17,2,2,"-"
2142,"INGLES III","INIII",4,"A",17,3,2,"-"
2143,"INGLES IV","INIV",4,"A",17,4,3,"-"
2144,"INGLES V","INGV",4,"A",17,5,2,"-"
2145,"MATEMATICAS","MAT",6,"A",17,1,4,"-"
2146,"MATERIALES GRAFICOS","MGRA",3,"A",17,3,4,"-"
2147,"METODOS Y SISTEMAS DE TRABAJO I","MET",6,"A",17,2,3,"-"
2148,"METROLOGIA","METRO",5,"A",17,1,3,"-"
2149,"OFFSET I","OFFSE",5,"A",17,4,2,"-"
2150,"OFFSET II","OFF",8,"A",17,5,3,"-"
2151,"ORGANIZACION INDUSTRIAL","OIND",3,"A",17,1,3,"-"
2152,"POSTPRENSA","POSTP",5,"A",17,5,4,"-"
2153,"PREPRENSA","PREP",6,"A",17,3,3,"-"
2154,"PROCESOS DE IMPRESION","PIMPR",6,"A",17,5,4,"-"
2155,"PROCESOS DE MANUFACTURA","PMANU",5,"A",17,3,3,"-"
2156,"PROPIEDADES DE LOS MATERIALES","PROP",3,"A",17,2,3,"-"
2157,"SERIGRAFIA","SERIG",3,"A",17,4,2,"-"
2158,"SOFTWARE DE IMAGEN","SWI",6,"A",17,4,3,"-"
2159,"SOFTWARE DE VECTORES","SWV",6,"A",17,3,3,"-"
2160,"SOFTWARE EDITORIAL","SWE",5,"A",17,5,3,"-"
2161,"TECNICAS DE MEDICION GRAFICA","TMG",4,"A",17,4,3,"-"
2162,"TOPICOS DE MANUFACTURA","TOP",4,"A",17,2,2,"-"
2163,"INTEGRADORA I","IIN I",2,"A",17,3,2,"A"
2164,"INTEGRADORA II","INTG",2,"A",17,5,3,"A"
2168,"DESARROLLO DE SITIOS WEB","DSWEB",NULL,"A",5,NULL,NULL,"-"
2169,"INFORMÁTICA II","INFO2",NULL,"A",5,NULL,NULL,"-"
2170,"EXPRESIÓN ORAL Y ESCRITA II","EXOE2",5,"A",5,5,3,"-"
2171,"ADMINISTRACIÓN Y AUDITORIA DE LA FUNCIÓN INFORMÁTICA","AAFIN",NULL,"A",5,NULL,NULL,"-"
2172,"SISTEMAS OPERATIVOS MULTIUSUARIOS","SOMUL",NULL,"A",5,NULL,NULL,"-"
2173,"PROYECTO DE CARRERA","PROCA",NULL,"A",5,NULL,NULL,"-"
2174,"PROGRAMACIÓN AVANZADA","PROAV",NULL,"A",5,NULL,NULL,"-"
2175,"INGLES V","IDEX5",4,"A",5,5,2,"-"
2176,"CALIDAD","CALID",NULL,"A",5,NULL,NULL,"-"
2177,"IDIOMA EXTRANJERO II","IDEX2",4,"A",5,NULL,NULL,"-"
2178,"MATEMÁTICAS II","MATE2",NULL,"A",5,NULL,NULL,"-"
2179,"PROGRAMACIÓN DE COMPUTADORAS","PRCOM",NULL,"A",5,NULL,NULL,"-"
2180,"FORMACIÓN SOCIOCULTURAL II","FOSO2",3,"A",5,2,2,"-"
2181,"COMUNICACIÓN DE DATOS","CODAT",NULL,"A",5,NULL,NULL,"-"
2182,"ANÁLISIS Y DISEÑO DE SISTEMAS DE INFORMACIÓN II","ANDI2",NULL,"A",5,NULL,NULL,"-"
2183,"BASE DE DATOS II","BDAT2",7,"A",5,3,8,"-"
2184,"ESTRUCTURA DE DATOS","ESTDA",7,"A",5,4,6,"-"
2185,"CALIDAD EN EL DESARROLLO DE SOFTWARE","CDSOF",6,"A",5,5,5,"-"
2186,"PROGRAMACION VISUAL","PROVI",NULL,"A",5,NULL,NULL,"-"
2187,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",5,4,3,"-"
2188,"INGLES IV","IDEX4",4,"A",5,4,3,"-"
2189,"ANALISIS Y DISENO DE SISTEMAS DE INFORMACION I","ANDI1",NULL,"A",5,NULL,NULL,"-"
2190,"SISTEMAS OPERATIVOS","SOP",5,"A",5,3,4,"-"
2191,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",5,3,2,"-"
2192,"INGLES III","IDEX3",4,"A",5,3,2,"-"
2193,"DESARROLLO DE APLICACIONES WEB","DAPL",6,"A",5,3,2,"-"
2194,"ADMINISTRACION DE LA FUNCION INFORMATICA","AFINF",3,"A",5,3,3,"-"
2195,"DESARROLLO DE APLICACIONES I","DAPLI",6,"A",5,3,4,"-"
2196,"INTEGRADORA I","IIN I",2,"A",5,3,2,"A"
2197,"ADMINISTRACION DE BASE DE DATOS","ADBD",6,"A",5,4,4,"-"
2198,"DESARROLLO DE APLICACIONES II","DAPII",7,"A",5,4,5,"-"
2199,"INGENIERIA DE SOFTWARE I","ISFTW",6,"A",5,4,3,"-"
2200,"DESARROLLO DE APLICACIONES III","DAP3",7,"A",5,5,5,"-"
2201,"INTEGRADORA II","INTG",2,"A",5,5,2,"A"
2202,"ADMINISTRACION DE PROYECTOS","APROY",5,"A",5,5,2,"-"
2203,"INGENIERIA DE SOFTWARE II","ISOTW",6,"A",5,5,4,"-"
2231,"MATEMÁTICAS II","MATE2",NULL,"A",11,NULL,NULL,"-"
2232,"ADMINISTRACIÓN DE ESTABLECIMIENTO DE ALIMENTOS Y BEBIDAS","ADEAB",4,"A",11,5,5,"-"
2233,"2° IDIOMA EXTRANJERO II","2IEX2",3,"A",11,5,5,"-"
2234,"INGLES V","IDEX5",4,"A",11,5,2,"-"
2235,"NUTRICIÓN Y DIETÉTICA","NUDIE",NULL,"A",11,NULL,NULL,"-"
2236,"INFORMÁTICA II","INFO2",NULL,"A",11,NULL,NULL,"-"
2237,"PLANEACIÓN Y DISEÑO DE EVENTOS","PLADE",4,"A",11,5,5,"-"
2238,"INGLES II","IDEX2",4,"A",11,2,2,"-"
2239,"FORMACIÓN SOCIOCULTURAL II","FOSO2",3,"A",11,2,2,"-"
2240,"EXPRESIÓN ORAL Y ESCRITA II","EXOE2",5,"A",11,5,3,"-"
2241,"MERCADOTECNIA DE SERVICIOS DE ALIMENTOS","MESEA",4,"A",11,5,4,"-"
2242,"PREPARACIÓN DE ALIMENTOS V","PREA5",7,"A",11,5,5,"-"
2243,"SERVICIO AL CLIENTE","SECLI",NULL,"A",11,NULL,NULL,"-"
2244,"IDIOMA EXTRANJERO P/SERVICIOS II","IEXS2",4,"A",11,5,2,"-"
2245,"PREPARACIÓN DE ALIMENTOS II","PREA2",NULL,"A",11,NULL,NULL,"-"
2246,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",11,NULL,NULL,"-"
2247,"INFORMATICA III","INFO3",NULL,"A",11,NULL,NULL,"-"
2248,"DERECHO MERCANTIL","DEMER",NULL,"A",11,NULL,NULL,"-"
2249,"CONTABILIDAD","CONTA",NULL,"A",11,NULL,NULL,"-"
2250,"QUIMICA","QUIMI",NULL,"A",11,NULL,NULL,"-"
2251,"MANEJO DE ALMACENES","MALMA",NULL,"A",11,NULL,NULL,"-"
2252,"ENOLOGIA","ENOLO",NULL,"A",11,NULL,NULL,"-"
2253,"PREPARACION DE ALIMENTOS III","PREA3",NULL,"A",11,NULL,NULL,"-"
2254,"COMERCIALIZACION","COMER",NULL,"A",11,NULL,NULL,"-"
2255,"ADMINISTRACION DE RECURSOS HUMANOS","ADRHU",NULL,"A",11,NULL,NULL,"-"
2256,"MATEMATICAS I","MATE1",NULL,"A",11,NULL,NULL,"-"
2257,"CALIDAD","CALID",NULL,"A",11,NULL,NULL,"-"
2258,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",11,NULL,NULL,"-"
2259,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"A",11,NULL,NULL,"-"
2260,"HIGIENE Y SEGURIDAD","HYSEG",NULL,"A",11,NULL,NULL,"-"
2261,"ADMINISTRACION","ADMON",NULL,"A",11,NULL,NULL,"-"
2262,"INFORMATICA I","INFO1",NULL,"A",11,NULL,NULL,"-"
2263,"IDIOMA EXTRANJERO P/SERVICIOS I","IEXS1",NULL,"A",11,NULL,NULL,"-"
2264,"PREPARACION DE ALIMENTOS IV","PREA4",NULL,"A",11,NULL,NULL,"-"
2265,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",11,1,2,"-"
2266,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",11,1,3,"-"
2267,"PREPARACION DE ALIMENTOS I","PREA1",NULL,"A",11,NULL,NULL,"-"
2268,"2° IDIOMA EXTRANJERO I","2IEX1",NULL,"A",11,NULL,NULL,"-"
2269,"MATEMATICAS APLICADAS A LA GASTRONOMIA","MGA",4,"A",11,1,2,"-"
2270,"INFORMATICA","INFOR",4,"A",11,1,4,"-"
2271,"INGLES I","IINGI",4,"A",11,1,3,"-"
2272,"BASES CULINARIAS","BC",8,"A",11,1,3,"-"
2273,"INTRODUCCION A LA GASTRONOMIA","IGA",5,"A",11,1,3,"-"
2274,"SEGURIDAD E HIGIENE EN ALIMENTOS","SHA",3,"A",11,1,2,"-"
2275,"PANADERIA","PANA",6,"A",11,2,3,"-"
2277,"METODOS Y TECNICAS CULINARIAS","MTECC",8,"A",11,2,3,"-"
2278,"MANEJO DE ALMACEN","MDAL",3,"A",11,2,2,"-"
2279,"FUNDAMENTOS DE NUTRICION","FNUT",4,"A",11,2,3,"-"
2280,"OPERACION DE BAR","OBAR",4,"A",11,2,2,"-"
2281,"HABILIDADES DE PENSAMIENTO LOGICO","HPL",3,"A",11,2,NULL,"-"
2282,"PASTELERÍA","PAS",7,"A",11,3,2,"-"
2283,"FUNDAMENTOS DE VITIVINICULTURA","FVIT",4,"A",11,3,2,"-"
2284,"ESTANDARIZACIÓN DE PLATILLOS","EPLA",8,"A",11,3,3,"-"
2285,"INTEGRADORA I","IIN I",2,"A",11,4,3,"A"
2286,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",11,3,2,"-"
2287,"ADMINISTRACIÓN DE ALIMENTOS Y BEBIDAS I","AAB",4,"A",11,3,2,"-"
2288,"COSTOS Y PRESUPUESTOS","CPRE",5,"A",11,3,2,"-"
2289,"INGLES III","INIII",4,"A",11,3,2,"-"
2294,"FORMACIÓN SOCIOCULTURAL I","FOSO1",NULL,"A",58,NULL,NULL,"-"
2295,"MATEMÁTICAS II","MATE2",NULL,"A",58,NULL,NULL,"-"
2296,"CALIDAD","CALID",NULL,"A",58,NULL,NULL,"-"
2297,"INFORMÁTICA II","INFO2",NULL,"A",58,NULL,NULL,"-"
2298,"MANTENIMIENTO PREVENTIVO","MANPR",NULL,"A",58,NULL,NULL,"-"
2299,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"A",58,NULL,NULL,"-"
2300,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"A",58,NULL,NULL,"-"
2301,"BASE DE DATOS","BD",NULL,"A",58,NULL,NULL,"-"
2302,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",58,NULL,NULL,"-"
2303,"PROTOCOLO DE TELECOMUNICACIONES","PRTEL",NULL,"A",58,NULL,NULL,"-"
2304,"ELECTRONICA ANALOGICA","ELANA",NULL,"A",58,NULL,NULL,"-"
2305,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",58,NULL,NULL,"-"
2306,"PROPAGACION Y TRATAMIENTO DE SENALES","PTASE",NULL,"A",58,NULL,NULL,"-"
2307,"DESARROLLO DE SITIOS WEB","DSWEB",NULL,"A",58,NULL,NULL,"-"
2308,"INSTRUMENTACION DE TELECOMUNICACIONES","ITELE",NULL,"A",58,NULL,NULL,"-"
2309,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",58,NULL,NULL,"-"
2310,"ELECTRONICA DIGITAL","ELDIG",NULL,"A",58,NULL,NULL,"-"
2311,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"A",58,NULL,NULL,"-"
2312,"SOFTWARE DE COMUNICACIONES","SOFCO",NULL,"A",58,NULL,NULL,"-"
2313,"COMUNICACIONES ALAMBRICAS","COALA",NULL,"A",58,NULL,NULL,"-"
2314,"PROYECTO DE CARRERA","PROCA",NULL,"A",58,NULL,NULL,"-"
2315,"ADMINISTRACION Y MANTENIMIENTO DE REDES","AMARE",NULL,"A",58,NULL,NULL,"-"
2316,"IDIOMA EXTRANJERO V","IDEX5",NULL,"A",58,NULL,NULL,"-"
2317,"COMUNICACIONES INALAMBRICAS","COINA",NULL,"A",58,NULL,NULL,"-"
2325,"EXPRESIÓN ORAL Y ESCRITA I","EXOE1",NULL,"A",47,NULL,NULL,"-"
2326,"PROGRAMACIÓN VISUAL","PROVI",NULL,"A",47,NULL,NULL,"-"
2327,"ADMINISTRACIÓN","ADMON",NULL,"A",47,NULL,NULL,"-"
2328,"CALIDAD","CALID",NULL,"A",47,NULL,NULL,"-"
2329,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",47,NULL,NULL,"-"
2330,"CONTABILIDAD","CONTA",NULL,"A",47,NULL,NULL,"-"
2331,"INFORMÁTICA I","INFO1",NULL,"A",47,NULL,NULL,"-"
2332,"PROGRAMACIÓN DE COMPUTADORAS","PRCOM",NULL,"A",47,NULL,NULL,"-"
2333,"ANÁLISIS Y DISEÑO DE SISTEMAS DE INFORMACIÓN I","ANDI1",NULL,"A",47,NULL,NULL,"-"
2334,"FORMACIÓN SOCIOCULTURAL I","FOSO1",NULL,"A",47,NULL,NULL,"-"
2335,"FORMACIÓN SOCIOCULTURAL III","FOSO3",NULL,"A",47,NULL,NULL,"-"
2336,"MANTENIMIENTO PREVENTIVO","MANPR",NULL,"A",47,NULL,NULL,"-"
2337,"INFORMÁTICA II","INFO2",NULL,"A",47,NULL,NULL,"-"
2338,"REDES DE CÓMPUTO","RECOM",NULL,"A",47,NULL,NULL,"-"
2339,"MATEMÁTICAS I","MATE1",NULL,"A",47,NULL,NULL,"-"
2340,"MATEMÁTICAS II","MATE2",NULL,"A",47,NULL,NULL,"-"
2341,"BASE DE DATOS II","BDAT2",NULL,"A",47,NULL,NULL,"-"
2342,"ESTRUCTURA DE DATOS","ESTDA",NULL,"A",47,NULL,NULL,"-"
2343,"PROGRAMACION AVANZADA","PROAV",NULL,"A",47,NULL,NULL,"-"
2344,"CALIDAD EN EL DESARROLLO DE SOFTWARE","CDSOF",NULL,"A",47,NULL,NULL,"-"
2345,"ADMINISTRACION Y AUDITORIA DE LA FUNCION INFORMATICA","AAFIN",NULL,"A",47,NULL,NULL,"-"
2346,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"A",47,NULL,NULL,"-"
2347,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",47,NULL,NULL,"-"
2348,"DESARROLLO DE SITIOS WEB","DSWEB",NULL,"A",47,NULL,NULL,"-"
2349,"PROYECTO DE CARRERA","PROCA",NULL,"A",47,NULL,NULL,"-"
2350,"SISTEMAS OPERATIVOS MULTIUSUARIOS","SOMUL",NULL,"A",47,NULL,NULL,"-"
2351,"IDIOMA EXTRANJERO V","IDEX5",NULL,"A",47,NULL,NULL,"-"
2352,"ANALISIS Y DISENO DE SISTEMAS DE INFORMACION II","ANDI2",NULL,"A",47,NULL,NULL,"-"
2356,"CÁLCULO","CALCU",NULL,"-",52,NULL,NULL,"-"
2357,"DIBUJO","DIBUJ",NULL,"-",52,NULL,NULL,"-"
2359,"INFORMÁTICA","INFOR",NULL,"-",52,NULL,NULL,"-"
2361,"ESTÁTICA Y DINÁMICA","ESDIN",NULL,"-",52,NULL,NULL,"-"
2363,"FUNDAMENTOS DE MATEMÁTICAS","FUNMA",NULL,"-",52,NULL,NULL,"-"
2371,"ESTADISTICA","ESTAD",NULL,"-",52,NULL,NULL,"-"
2373,"PROCESOS DE MANUFACTURA","PMANU",NULL,"-",52,NULL,NULL,"-"
2375,"DIBUJO ASISTIDO POR COMPUTADORA","DACOM",NULL,"-",52,NULL,NULL,"-"
2386,"ELECTRICIDAD","ELECT",NULL,"-",52,NULL,NULL,"-"
2391,"ELECTRONICA ANALOGICA","ELANA",NULL,"-",52,NULL,NULL,"-"
2392,"MANTENIMIENTO INDUSTRIAL","MANTI",NULL,"-",52,NULL,NULL,"-"
2395,"SISTEMAS NEUMATICOS","SINEU",NULL,"-",52,NULL,NULL,"-"
2396,"ELECTRONICA DIGITAL","ELDIG",NULL,"-",52,NULL,NULL,"-"
2397,"MAQUINAS Y MECANISMOS","MAMEC",NULL,"-",52,NULL,NULL,"-"
2398,"SISTEMAS AUTOMATIZADOS","SAUTO",NULL,"-",52,NULL,NULL,"-"
2399,"MAQUINAS TERMICAS","MAQTE",NULL,"-",52,NULL,NULL,"-"
2400,"INSTALACIONES ELECTRICAS","INSTE",NULL,"-",52,NULL,NULL,"-"
2401,"SISTEMAS HIDRAULICOS","SITHI",NULL,"-",52,NULL,NULL,"-"
2402,"SEGURIDAD, SALUD Y MEDIO AMBIENTE","SSMAM",NULL,"-",52,NULL,NULL,"-"
2419,"CALIDAD","CALID",NULL,"-",50,NULL,NULL,"-"
2420,"QUÍMICA","QUIMI",NULL,"-",50,NULL,NULL,"-"
2421,"ELECTRÓNICA ANALÓGICA","ELANA",NULL,"-",50,NULL,NULL,"-"
2422,"INSTRUMENTACIÓN INDUSTRIAL I","INST1",NULL,"-",50,NULL,NULL,"-"
2423,"MATEMÁTICAS II","MATE2",NULL,"-",50,NULL,NULL,"-"
2424,"INFORMÁTICA II","INFO2",NULL,"-",50,NULL,NULL,"-"
2425,"FORMACIÓN SOCIOCULTURAL II","FOSO2",NULL,"-",50,NULL,NULL,"-"
2426,"ORGANIZACIÓN Y GESTIÓN DE LA PRODUCCIÓN","OGPRO",NULL,"-",50,NULL,NULL,"-"
2427,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",50,NULL,NULL,"-"
2428,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",50,NULL,NULL,"-"
2429,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",50,NULL,NULL,"-"
2430,"ELECTRICIDAD INDUSTRIAL","EINDU",NULL,"-",50,NULL,NULL,"-"
2431,"EXPRESIÓN ORAL Y ESCRITA I","EXOE1",NULL,"-",50,NULL,NULL,"-"
2432,"EXPRESIÓN ORAL Y ESCRITA II","EXOE2",NULL,"-",50,NULL,NULL,"-"
2433,"INSTRUMENTACIÓN VIRTUAL","IVIRT",NULL,"-",50,NULL,NULL,"-"
